invoice_number,invoice_date,store_name,city,item_name,quantity,unit_price,line_amount,bill_subtotal,discount,cgst,sgst,grand_total,payment_mode
INV-20260312-0002,2026-03-12 08:56,More Supermarket,Delhi,Onion 1kg,3,262.39,787.17,5008.1,250.41,118.94,118.94,4995.57,Card
INV-20260312-0002,2026-03-12 08:56,More Supermarket,Delhi,Parle-G Biscuits,3,439.04,1317.12,5008.1,250.41,118.94,118.94,4995.57,Cash
INV-20260312-0002,2026-03-12 08:56,More Supermarket,Delhi,Tata Salt 1kg,1,522.42,522.42,5008.1,250.41,118.94,118.94,4995.57,Cash
INV-20260410-0003,2026-04-10 10:06,Spencer's,Lucknow,Horlicks 500g,3,64.89,194.67,7381.32,369.07,175.31,175.31,7362.87,Card
INV-20260410-0003,2026-04-10 10:06,Spencer's,Lucknow,Wheel Detergent,3,633.41,1900.23,7381.32,369.07,175.31,175.31,7362.87,Card
INV-20260410-0003,2026-04-10 10:06,Spencer's,Lucknow,Maggi Noodles Pack,1,135.78,135.78,7381.32,369.07,175.31,175.31,7362.87,Cash
INV-20260410-0003,2026-04-10 10:06,Spencer's,Lucknow,Moong Dal 1kg,1,56.47,56.47,7381.32,369.07,175.31,175.31,7362.87,Card
INV-20260410-0003,2026-04-10 10:06,Spencer's,Lucknow,Onion 1kg,3,331.16,993.48,7381.32,369.07,175.31,175.31,7362.87,Card
INV-20260410-0003,2026-04-10 10:06,Spencer's,Lucknow,Apple 1kg,1,468.93,468.93,7381.32,369.07,175.31,175.31,7362.87,UPI
INV-20260410-0003,2026-04-10 10:06,Spencer's,Lucknow,Toor Dal 1kg,2,501.46,1002.92,7381.32,369.07,175.31,175.31,7362.87,Card
INV-20260410-0003,2026-04-10 10:06,Spencer's,Lucknow,Good Day Cookies,1,553.39,553.39,7381.32,369.07,175.31,175.31,7362.87,UPI
INV-20260410-0003,2026-04-10 10:06,Spencer's,Lucknow,Colgate Toothpaste,3,403.4,1210.2,7381.32,369.07,175.31,175.31,7362.87,Card
INV-20260410-0003,2026-04-10 10:06,Spencer's,Lucknow,Lux Soap,1,337.43,337.43,7381.32,369.07,175.31,175.31,7362.87,UPI
INV-20260410-0003,2026-04-10 10:06,Spencer's,Lucknow,Eggs (12 pcs),2,66.61,133.22,7381.32,369.07,175.31,175.31,7362.87,Cash
INV-20260410-0003,2026-04-10 10:06,Spencer's,Lucknow,Bru Coffee 200g,1,394.6,394.6,7381.32,369.07,175.31,175.31,7362.87,Card
INV-20260204-0004,2026-02-04 03:35,Reliance Smart Bazaar,Ghaziabad,Good Day Cookies,3,428.27,1284.81,7071.03,0.0,176.78,176.78,7424.59,Cash
INV-20260204-0004,2026-02-04 03:35,Reliance Smart Bazaar,Ghaziabad,Horlicks 500g,2,107.86,215.72,7071.03,0.0,176.78,176.78,7424.59,Cash
INV-20260204-0004,2026-02-04 03:35,Reliance Smart Bazaar,Ghaziabad,Aashirvaad Atta 5kg,3,80.35,241.05,7071.03,0.0,176.78,176.78,7424.59,Cash
INV-20260204-0004,2026-02-04 03:35,Reliance Smart Bazaar,Ghaziabad,Onion 1kg,3,280.24,840.72,7071.03,0.0,176.78,176.78,7424.59,Cash
INV-20260204-0004,2026-02-04 03:35,Reliance Smart Bazaar,Ghaziabad,Tata Salt 1kg,3,346.59,1039.77,7071.03,0.0,176.78,176.78,7424.59,UPI
INV-20260204-0004,2026-02-04 03:35,Reliance Smart Bazaar,Ghaziabad,Tata Tea Premium 500g,3,106.38,319.14,7071.03,0.0,176.78,176.78,7424.59,UPI
INV-20260204-0004,2026-02-04 03:35,Reliance Smart Bazaar,Ghaziabad,Potato 2kg,3,321.0,963.0,7071.03,0.0,176.78,176.78,7424.59,UPI
INV-20260204-0004,2026-02-04 03:35,Reliance Smart Bazaar,Ghaziabad,Tomato 1kg,1,708.86,708.86,7071.03,0.0,176.78,176.78,7424.59,UPI
INV-20260204-0004,2026-02-04 03:35,Reliance Smart Bazaar,Ghaziabad,Colgate Toothpaste,2,728.98,1457.96,7071.03,0.0,176.78,176.78,7424.59,Cash
INV-20260402-0005,2026-04-02 04:54,DMart Hypermarket,Noida,Tomato 1kg,1,207.37,207.37,6282.88,125.66,153.93,153.93,6465.08,Card
INV-20260402-0005,2026-04-02 04:54,DMart Hypermarket,Noida,Moong Dal 1kg,1,157.87,157.87,6282.88,125.66,153.93,153.93,6465.08,Cash
INV-20260402-0005,2026-04-02 04:54,DMart Hypermarket,Noida,Amul Gold Milk 1L,1,295.62,295.62,6282.88,125.66,153.93,153.93,6465.08,Cash
INV-20260402-0005,2026-04-02 04:54,DMart Hypermarket,Noida,Eggs (12 pcs),3,421.39,1264.17,6282.88,125.66,153.93,153.93,6465.08,Cash
INV-20260402-0005,2026-04-02 04:54,DMart Hypermarket,Noida,India Gate Basmati Rice 5kg,1,611.8,611.8,6282.88,125.66,153.93,153.93,6465.08,Cash
INV-20260402-0005,2026-04-02 04:54,DMart Hypermarket,Noida,Surf Excel 1kg,3,291.02,873.06,6282.88,125.66,153.93,153.93,6465.08,Cash
INV-20260402-0005,2026-04-02 04:54,DMart Hypermarket,Noida,Good Day Cookies,2,467.07,934.14,6282.88,125.66,153.93,153.93,6465.08,Cash
INV-20260402-0005,2026-04-02 04:54,DMart Hypermarket,Noida,Toor Dal 1kg,3,397.71,1193.13,6282.88,125.66,153.93,153.93,6465.08,Card
INV-20260402-0005,2026-04-02 04:54,DMart Hypermarket,Noida,Wheel Detergent,2,372.86,745.72,6282.88,125.66,153.93,153.93,6465.08,UPI
INV-20260408-0006,2026-04-08 10:19,DMart Hypermarket,Noida,Moong Dal 1kg,3,53.65,160.95,7314.54,146.29,179.21,179.21,7526.67,UPI
INV-20260408-0006,2026-04-08 10:19,DMart Hypermarket,Noida,Toor Dal 1kg,3,169.13,507.39,7314.54,146.29,179.21,179.21,7526.67,Cash
INV-20260408-0006,2026-04-08 10:19,DMart Hypermarket,Noida,Eggs (12 pcs),3,649.7,1949.1,7314.54,146.29,179.21,179.21,7526.67,Card
INV-20260408-0006,2026-04-08 10:19,DMart Hypermarket,Noida,Lux Soap,3,471.68,1415.04,7314.54,146.29,179.21,179.21,7526.67,Cash
INV-20260408-0006,2026-04-08 10:19,DMart Hypermarket,Noida,Apple 1kg,3,411.04,1233.12,7314.54,146.29,179.21,179.21,7526.67,Card
INV-20260408-0006,2026-04-08 10:19,DMart Hypermarket,Noida,Good Day Cookies,1,736.08,736.08,7314.54,146.29,179.21,179.21,7526.67,Card
INV-20260408-0006,2026-04-08 10:19,DMart Hypermarket,Noida,Potato 2kg,3,96.12,288.36,7314.54,146.29,179.21,179.21,7526.67,Cash
INV-20260408-0006,2026-04-08 10:19,DMart Hypermarket,Noida,Parle-G Biscuits,1,165.94,165.94,7314.54,146.29,179.21,179.21,7526.67,Card
INV-20260408-0006,2026-04-08 10:19,DMart Hypermarket,Noida,India Gate Basmati Rice 5kg,3,113.84,341.52,7314.54,146.29,179.21,179.21,7526.67,Card
INV-20260408-0006,2026-04-08 10:19,DMart Hypermarket,Noida,Sugar 1kg,1,517.04,517.04,7314.54,146.29,179.21,179.21,7526.67,Cash
INV-20260513-0007,2026-05-13 10:46,DMart Hypermarket,Noida,Aashirvaad Atta 5kg,3,678.42,2035.26,7773.63,388.68,184.62,184.62,7754.19,Card
INV-20260513-0007,2026-05-13 10:46,DMart Hypermarket,Noida,Wheel Detergent,1,699.07,699.07,7773.63,388.68,184.62,184.62,7754.19,Cash
INV-20260513-0007,2026-05-13 10:46,DMart Hypermarket,Noida,Horlicks 500g,1,725.64,725.64,7773.63,388.68,184.62,184.62,7754.19,UPI
INV-20260513-0007,2026-05-13 10:46,DMart Hypermarket,Noida,Britannia Bread,2,529.44,1058.88,7773.63,388.68,184.62,184.62,7754.19,Cash
INV-20260513-0007,2026-05-13 10:46,DMart Hypermarket,Noida,Sugar 1kg,1,345.85,345.85,7773.63,388.68,184.62,184.62,7754.19,Card
INV-20260513-0007,2026-05-13 10:46,DMart Hypermarket,Noida,Moong Dal 1kg,2,643.97,1287.94,7773.63,388.68,184.62,184.62,7754.19,Card
INV-20260513-0007,2026-05-13 10:46,DMart Hypermarket,Noida,Maggi Noodles Pack,1,145.11,145.11,7773.63,388.68,184.62,184.62,7754.19,UPI
INV-20260513-0007,2026-05-13 10:46,DMart Hypermarket,Noida,Lux Soap,1,541.71,541.71,7773.63,388.68,184.62,184.62,7754.19,UPI
INV-20260513-0007,2026-05-13 10:46,DMart Hypermarket,Noida,Tomato 1kg,1,329.05,329.05,7773.63,388.68,184.62,184.62,7754.19,Card
INV-20260513-0007,2026-05-13 10:46,DMart Hypermarket,Noida,Fortune Sunflower Oil 1L,2,200.86,401.72,7773.63,388.68,184.62,184.62,7754.19,Card
INV-20260513-0007,2026-05-13 10:46,DMart Hypermarket,Noida,Onion 1kg,1,203.4,203.4,7773.63,388.68,184.62,184.62,7754.19,UPI
INV-20260208-0008,2026-02-08 09:36,DMart Hypermarket,Noida,Onion 1kg,2,570.86,1141.72,3995.16,79.9,97.88,97.88,4111.02,UPI
INV-20260208-0008,2026-02-08 09:36,DMart Hypermarket,Noida,Fortune Sunflower Oil 1L,3,18.18,54.54,3995.16,79.9,97.88,97.88,4111.02,Card
INV-20260208-0008,2026-02-08 09:36,DMart Hypermarket,Noida,Tata Tea Premium 500g,2,560.77,1121.54,3995.16,79.9,97.88,97.88,4111.02,UPI
INV-20260208-0008,2026-02-08 09:36,DMart Hypermarket,Noida,Wheel Detergent,1,134.04,134.04,3995.16,79.9,97.88,97.88,4111.02,UPI
INV-20260208-0008,2026-02-08 09:36,DMart Hypermarket,Noida,Maggi Noodles Pack,2,163.78,327.56,3995.16,79.9,97.88,97.88,4111.02,Card
INV-20260208-0008,2026-02-08 09:36,DMart Hypermarket,Noida,Colgate Toothpaste,1,504.76,504.76,3995.16,79.9,97.88,97.88,4111.02,UPI
INV-20260208-0008,2026-02-08 09:36,DMart Hypermarket,Noida,Tata Salt 1kg,2,355.5,711.0,3995.16,79.9,97.88,97.88,4111.02,Cash
INV-20260122-0009,2026-01-22 11:39,Easyday Club,Aligarh,Colgate Toothpaste,1,741.57,741.57,3958.18,197.91,94.01,94.01,3948.29,UPI
INV-20260122-0009,2026-01-22 11:39,Easyday Club,Aligarh,Good Day Cookies,1,358.57,358.57,3958.18,197.91,94.01,94.01,3948.29,UPI
INV-20260122-0009,2026-01-22 11:39,Easyday Club,Aligarh,Horlicks 500g,2,461.79,923.58,3958.18,197.91,94.01,94.01,3948.29,UPI
INV-20260122-0009,2026-01-22 11:39,Easyday Club,Aligarh,Bru Coffee 200g,1,489.01,489.01,3958.18,197.91,94.01,94.01,3948.29,Card
INV-20260122-0009,2026-01-22 11:39,Easyday Club,Aligarh,Wheel Detergent,1,589.82,589.82,3958.18,197.91,94.01,94.01,3948.29,Cash
INV-20260122-0009,2026-01-22 11:39,Easyday Club,Aligarh,Surf Excel 1kg,1,43.81,43.81,3958.18,197.91,94.01,94.01,3948.29,Cash
INV-20260122-0009,2026-01-22 11:39,Easyday Club,Aligarh,Amul Gold Milk 1L,2,176.76,353.52,3958.18,197.91,94.01,94.01,3948.29,Cash
INV-20260122-0009,2026-01-22 11:39,Easyday Club,Aligarh,Potato 2kg,1,365.08,365.08,3958.18,197.91,94.01,94.01,3948.29,Card
INV-20260122-0009,2026-01-22 11:39,Easyday Club,Aligarh,Parle-G Biscuits,1,93.22,93.22,3958.18,197.91,94.01,94.01,3948.29,UPI
INV-20260513-0010,2026-05-13 21:30,More Supermarket,Delhi,Tata Tea Premium 500g,3,400.76,1202.28,5491.09,0.0,137.28,137.28,5765.65,Cash
INV-20260513-0010,2026-05-13 21:30,More Supermarket,Delhi,Moong Dal 1kg,2,122.27,244.54,5491.09,0.0,137.28,137.28,5765.65,UPI
INV-20260513-0010,2026-05-13 21:30,More Supermarket,Delhi,Eggs (12 pcs),2,452.18,904.36,5491.09,0.0,137.28,137.28,5765.65,Cash
INV-20260513-0010,2026-05-13 21:30,More Supermarket,Delhi,Potato 2kg,2,22.19,44.38,5491.09,0.0,137.28,137.28,5765.65,Card
INV-20260513-0010,2026-05-13 21:30,More Supermarket,Delhi,Good Day Cookies,1,471.89,471.89,5491.09,0.0,137.28,137.28,5765.65,UPI
INV-20260513-0010,2026-05-13 21:30,More Supermarket,Delhi,Onion 1kg,2,740.44,1480.88,5491.09,0.0,137.28,137.28,5765.65,UPI
INV-20260513-0010,2026-05-13 21:30,More Supermarket,Delhi,Clinic Plus Shampoo,2,571.38,1142.76,5491.09,0.0,137.28,137.28,5765.65,UPI
INV-20260527-0011,2026-05-27 07:18,DMart Hypermarket,Noida,Clinic Plus Shampoo,3,473.28,1419.84,6260.1,0.0,156.5,156.5,6573.1,Cash
INV-20260527-0011,2026-05-27 07:18,DMart Hypermarket,Noida,Lux Soap,3,453.37,1360.11,6260.1,0.0,156.5,156.5,6573.1,UPI
INV-20260527-0011,2026-05-27 07:18,DMart Hypermarket,Noida,Banana 1 Dozen,3,278.64,835.92,6260.1,0.0,156.5,156.5,6573.1,Cash
INV-20260527-0011,2026-05-27 07:18,DMart Hypermarket,Noida,Moong Dal 1kg,2,109.7,219.4,6260.1,0.0,156.5,156.5,6573.1,UPI
INV-20260527-0011,2026-05-27 07:18,DMart Hypermarket,Noida,Toor Dal 1kg,2,402.54,805.08,6260.1,0.0,156.5,156.5,6573.1,Card
INV-20260527-0011,2026-05-27 07:18,DMart Hypermarket,Noida,Amul Gold Milk 1L,1,384.19,384.19,6260.1,0.0,156.5,156.5,6573.1,UPI
INV-20260527-0011,2026-05-27 07:18,DMart Hypermarket,Noida,Maggi Noodles Pack,2,268.82,537.64,6260.1,0.0,156.5,156.5,6573.1,Cash
INV-20260527-0011,2026-05-27 07:18,DMart Hypermarket,Noida,Tata Salt 1kg,1,153.54,153.54,6260.1,0.0,156.5,156.5,6573.1,UPI
INV-20260527-0011,2026-05-27 07:18,DMart Hypermarket,Noida,Parle-G Biscuits,3,181.46,544.38,6260.1,0.0,156.5,156.5,6573.1,Cash
INV-20260530-0012,2026-05-30 18:33,Reliance Smart Bazaar,Ghaziabad,Banana 1 Dozen,2,561.23,1122.46,4354.84,87.1,106.69,106.69,4481.12,Card
INV-20260530-0012,2026-05-30 18:33,Reliance Smart Bazaar,Ghaziabad,Colgate Toothpaste,3,123.79,371.37,4354.84,87.1,106.69,106.69,4481.12,Cash
INV-20260530-0012,2026-05-30 18:33,Reliance Smart Bazaar,Ghaziabad,Clinic Plus Shampoo,1,142.67,142.67,4354.84,87.1,106.69,106.69,4481.12,UPI
INV-20260530-0012,2026-05-30 18:33,Reliance Smart Bazaar,Ghaziabad,Fortune Sunflower Oil 1L,1,739.69,739.69,4354.84,87.1,106.69,106.69,4481.12,Cash
INV-20260530-0012,2026-05-30 18:33,Reliance Smart Bazaar,Ghaziabad,Wheel Detergent,1,48.25,48.25,4354.84,87.1,106.69,106.69,4481.12,Card
INV-20260530-0012,2026-05-30 18:33,Reliance Smart Bazaar,Ghaziabad,India Gate Basmati Rice 5kg,3,122.55,367.65,4354.84,87.1,106.69,106.69,4481.12,UPI
INV-20260530-0012,2026-05-30 18:33,Reliance Smart Bazaar,Ghaziabad,Aashirvaad Atta 5kg,1,552.1,552.1,4354.84,87.1,106.69,106.69,4481.12,Cash
INV-20260530-0012,2026-05-30 18:33,Reliance Smart Bazaar,Ghaziabad,Bru Coffee 200g,2,419.97,839.94,4354.84,87.1,106.69,106.69,4481.12,Card
INV-20260530-0012,2026-05-30 18:33,Reliance Smart Bazaar,Ghaziabad,Sugar 1kg,1,170.71,170.71,4354.84,87.1,106.69,106.69,4481.12,Card
INV-20260204-0013,2026-02-04 12:46,Spencer's,Lucknow,Fortune Sunflower Oil 1L,2,213.86,427.72,9359.98,468.0,222.3,222.3,9336.58,Card
INV-20260204-0013,2026-02-04 12:46,Spencer's,Lucknow,Sugar 1kg,2,636.72,1273.44,9359.98,468.0,222.3,222.3,9336.58,Cash
INV-20260204-0013,2026-02-04 12:46,Spencer's,Lucknow,Maggi Noodles Pack,1,503.5,503.5,9359.98,468.0,222.3,222.3,9336.58,Cash
INV-20260204-0013,2026-02-04 12:46,Spencer's,Lucknow,Amul Gold Milk 1L,3,92.74,278.22,9359.98,468.0,222.3,222.3,9336.58,Card
INV-20260204-0013,2026-02-04 12:46,Spencer's,Lucknow,Onion 1kg,1,415.45,415.45,9359.98,468.0,222.3,222.3,9336.58,Cash
INV-20260204-0013,2026-02-04 12:46,Spencer's,Lucknow,Potato 2kg,2,596.83,1193.66,9359.98,468.0,222.3,222.3,9336.58,Cash
INV-20260204-0013,2026-02-04 12:46,Spencer's,Lucknow,Toor Dal 1kg,2,92.99,185.98,9359.98,468.0,222.3,222.3,9336.58,UPI
INV-20260204-0013,2026-02-04 12:46,Spencer's,Lucknow,India Gate Basmati Rice 5kg,3,714.05,2142.15,9359.98,468.0,222.3,222.3,9336.58,UPI
INV-20260204-0013,2026-02-04 12:46,Spencer's,Lucknow,Parle-G Biscuits,2,551.59,1103.18,9359.98,468.0,222.3,222.3,9336.58,UPI
INV-20260204-0013,2026-02-04 12:46,Spencer's,Lucknow,Tomato 1kg,3,149.26,447.78,9359.98,468.0,222.3,222.3,9336.58,UPI
INV-20260204-0013,2026-02-04 12:46,Spencer's,Lucknow,Apple 1kg,2,694.45,1388.9,9359.98,468.0,222.3,222.3,9336.58,Card
INV-20260604-0014,2026-06-04 14:31,DMart Hypermarket,Noida,Banana 1 Dozen,3,48.82,146.46,3940.74,78.81,96.55,96.55,4055.03,UPI
INV-20260604-0014,2026-06-04 14:31,DMart Hypermarket,Noida,Parle-G Biscuits,3,65.91,197.73,3940.74,78.81,96.55,96.55,4055.03,Card
INV-20260604-0014,2026-06-04 14:31,DMart Hypermarket,Noida,Sugar 1kg,1,318.51,318.51,3940.74,78.81,96.55,96.55,4055.03,Cash
INV-20260604-0014,2026-06-04 14:31,DMart Hypermarket,Noida,Tata Tea Premium 500g,3,68.4,205.2,3940.74,78.81,96.55,96.55,4055.03,Cash
INV-20260604-0014,2026-06-04 14:31,DMart Hypermarket,Noida,Good Day Cookies,3,716.98,2150.94,3940.74,78.81,96.55,96.55,4055.03,Card
INV-20260604-0014,2026-06-04 14:31,DMart Hypermarket,Noida,Bru Coffee 200g,3,307.3,921.9,3940.74,78.81,96.55,96.55,4055.03,UPI
INV-20260102-0015,2026-01-02 04:20,Spencer's,Lucknow,Bru Coffee 200g,1,377.41,377.41,6488.36,0.0,162.21,162.21,6812.78,UPI
INV-20260102-0015,2026-01-02 04:20,Spencer's,Lucknow,India Gate Basmati Rice 5kg,3,510.39,1531.17,6488.36,0.0,162.21,162.21,6812.78,Card
INV-20260102-0015,2026-01-02 04:20,Spencer's,Lucknow,Good Day Cookies,3,269.41,808.23,6488.36,0.0,162.21,162.21,6812.78,UPI
INV-20260102-0015,2026-01-02 04:20,Spencer's,Lucknow,Onion 1kg,3,617.08,1851.24,6488.36,0.0,162.21,162.21,6812.78,UPI
INV-20260102-0015,2026-01-02 04:20,Spencer's,Lucknow,Potato 2kg,1,587.55,587.55,6488.36,0.0,162.21,162.21,6812.78,Card
INV-20260102-0015,2026-01-02 04:20,Spencer's,Lucknow,Sugar 1kg,2,666.38,1332.76,6488.36,0.0,162.21,162.21,6812.78,Card
INV-20260526-0016,2026-05-26 22:11,Easyday Club,Aligarh,Aashirvaad Atta 5kg,3,644.8,1934.4,9472.35,189.45,232.07,232.07,9747.04,Card
INV-20260526-0016,2026-05-26 22:11,Easyday Club,Aligarh,Clinic Plus Shampoo,2,704.06,1408.12,9472.35,189.45,232.07,232.07,9747.04,UPI
INV-20260526-0016,2026-05-26 22:11,Easyday Club,Aligarh,Sugar 1kg,2,649.83,1299.66,9472.35,189.45,232.07,232.07,9747.04,Cash
INV-20260526-0016,2026-05-26 22:11,Easyday Club,Aligarh,Surf Excel 1kg,2,296.11,592.22,9472.35,189.45,232.07,232.07,9747.04,Cash
INV-20260526-0016,2026-05-26 22:11,Easyday Club,Aligarh,India Gate Basmati Rice 5kg,2,175.17,350.34,9472.35,189.45,232.07,232.07,9747.04,Card
INV-20260526-0016,2026-05-26 22:11,Easyday Club,Aligarh,Parle-G Biscuits,3,561.99,1685.97,9472.35,189.45,232.07,232.07,9747.04,Card
INV-20260526-0016,2026-05-26 22:11,Easyday Club,Aligarh,Horlicks 500g,1,666.52,666.52,9472.35,189.45,232.07,232.07,9747.04,Cash
INV-20260526-0016,2026-05-26 22:11,Easyday Club,Aligarh,Apple 1kg,1,221.56,221.56,9472.35,189.45,232.07,232.07,9747.04,Card
INV-20260526-0016,2026-05-26 22:11,Easyday Club,Aligarh,Good Day Cookies,1,446.06,446.06,9472.35,189.45,232.07,232.07,9747.04,Card
INV-20260526-0016,2026-05-26 22:11,Easyday Club,Aligarh,Maggi Noodles Pack,2,433.75,867.5,9472.35,189.45,232.07,232.07,9747.04,Cash
INV-20260512-0017,2026-05-12 21:28,Spencer's,Lucknow,Tata Salt 1kg,2,250.87,501.74,5464.29,109.29,133.88,133.88,5622.76,Cash
INV-20260512-0017,2026-05-12 21:28,Spencer's,Lucknow,Banana 1 Dozen,1,724.86,724.86,5464.29,109.29,133.88,133.88,5622.76,Card
INV-20260512-0017,2026-05-12 21:28,Spencer's,Lucknow,Aashirvaad Atta 5kg,3,260.41,781.23,5464.29,109.29,133.88,133.88,5622.76,Card
INV-20260512-0017,2026-05-12 21:28,Spencer's,Lucknow,Tata Tea Premium 500g,3,94.12,282.36,5464.29,109.29,133.88,133.88,5622.76,Cash
INV-20260512-0017,2026-05-12 21:28,Spencer's,Lucknow,Amul Gold Milk 1L,2,176.57,353.14,5464.29,109.29,133.88,133.88,5622.76,Cash
INV-20260512-0017,2026-05-12 21:28,Spencer's,Lucknow,Lux Soap,1,313.47,313.47,5464.29,109.29,133.88,133.88,5622.76,UPI
INV-20260512-0017,2026-05-12 21:28,Spencer's,Lucknow,Wheel Detergent,3,569.35,1708.05,5464.29,109.29,133.88,133.88,5622.76,Card
INV-20260512-0017,2026-05-12 21:28,Spencer's,Lucknow,Onion 1kg,3,266.48,799.44,5464.29,109.29,133.88,133.88,5622.76,Cash
INV-20260408-0018,2026-04-08 18:17,Easyday Club,Aligarh,Eggs (12 pcs),2,243.46,486.92,4366.88,87.34,106.99,106.99,4493.52,UPI
INV-20260408-0018,2026-04-08 18:17,Easyday Club,Aligarh,India Gate Basmati Rice 5kg,2,168.86,337.72,4366.88,87.34,106.99,106.99,4493.52,UPI
INV-20260408-0018,2026-04-08 18:17,Easyday Club,Aligarh,Banana 1 Dozen,1,186.92,186.92,4366.88,87.34,106.99,106.99,4493.52,Cash
INV-20260408-0018,2026-04-08 18:17,Easyday Club,Aligarh,Maggi Noodles Pack,3,132.17,396.51,4366.88,87.34,106.99,106.99,4493.52,Cash
INV-20260408-0018,2026-04-08 18:17,Easyday Club,Aligarh,Potato 2kg,3,734.96,2204.88,4366.88,87.34,106.99,106.99,4493.52,UPI
INV-20260408-0018,2026-04-08 18:17,Easyday Club,Aligarh,Toor Dal 1kg,3,133.94,401.82,4366.88,87.34,106.99,106.99,4493.52,UPI
INV-20260408-0018,2026-04-08 18:17,Easyday Club,Aligarh,Aashirvaad Atta 5kg,1,352.11,352.11,4366.88,87.34,106.99,106.99,4493.52,UPI
INV-20260413-0019,2026-04-13 12:46,Reliance Smart Bazaar,Ghaziabad,Onion 1kg,2,656.01,1312.02,4650.65,93.01,113.94,113.94,4785.52,UPI
INV-20260413-0019,2026-04-13 12:46,Reliance Smart Bazaar,Ghaziabad,Toor Dal 1kg,3,414.41,1243.23,4650.65,93.01,113.94,113.94,4785.52,Card
INV-20260413-0019,2026-04-13 12:46,Reliance Smart Bazaar,Ghaziabad,Britannia Bread,3,133.69,401.07,4650.65,93.01,113.94,113.94,4785.52,Cash
INV-20260413-0019,2026-04-13 12:46,Reliance Smart Bazaar,Ghaziabad,Wheel Detergent,2,277.06,554.12,4650.65,93.01,113.94,113.94,4785.52,Cash
INV-20260413-0019,2026-04-13 12:46,Reliance Smart Bazaar,Ghaziabad,Surf Excel 1kg,1,619.15,619.15,4650.65,93.01,113.94,113.94,4785.52,Card
INV-20260413-0019,2026-04-13 12:46,Reliance Smart Bazaar,Ghaziabad,Fortune Sunflower Oil 1L,2,260.53,521.06,4650.65,93.01,113.94,113.94,4785.52,Card
INV-20260428-0020,2026-04-28 18:08,Reliance Smart Bazaar,Ghaziabad,Eggs (12 pcs),2,131.83,263.66,10375.17,518.76,246.41,246.41,10349.23,UPI
INV-20260428-0020,2026-04-28 18:08,Reliance Smart Bazaar,Ghaziabad,Onion 1kg,1,165.01,165.01,10375.17,518.76,246.41,246.41,10349.23,Card
INV-20260428-0020,2026-04-28 18:08,Reliance Smart Bazaar,Ghaziabad,Lux Soap,3,269.24,807.72,10375.17,518.76,246.41,246.41,10349.23,Card
INV-20260428-0020,2026-04-28 18:08,Reliance Smart Bazaar,Ghaziabad,Banana 1 Dozen,2,372.06,744.12,10375.17,518.76,246.41,246.41,10349.23,Card
INV-20260428-0020,2026-04-28 18:08,Reliance Smart Bazaar,Ghaziabad,Tata Salt 1kg,1,366.84,366.84,10375.17,518.76,246.41,246.41,10349.23,Card
INV-20260428-0020,2026-04-28 18:08,Reliance Smart Bazaar,Ghaziabad,Surf Excel 1kg,3,522.03,1566.09,10375.17,518.76,246.41,246.41,10349.23,Card
